食材:ID,:LABEL,amount,eat_method,name,not_user,pickking_time,production_method,production_place,side_effects,taste,toxicity,user
398,食材,,,葵花子仁,一般人群均可食用,,,,,,,一般人群均可食用适宜癌症患者食用；适宜高脂血症，动脉硬化和高血压之人食用；适宜神经衰弱的失眠者食用；适宜蛲虫病人食用。
399,食材,,,芡实米,芡实有较强的收涩作用，便秘、尿赤者及妇女产后皆不宜食。,,,,,,,一般人群均可食用适宜白带品多、肾亏腰脊背酸的妇女、体虚尿多的儿童、小便频数的老人、遗精早泻者、慢性腹泻者、慢性肠炎者。
400,食材,,,平鱼,平鱼属于发物，有慢性疾病和过敏性皮肤病的人不宜食用。,,,,,,,老少皆宜。
401,食材,,,芝麻,患有慢性肠炎、便溏腹泻者忌食；根据前人经验，男子阳痿、遗精者忌食。,,,热带及部分温带地区,,,,一般人群均可食用适宜肝肾不足所致的眩晕、眼花、视物不清、腰酸腿软、耳鸣耳聋、发枯发落、头发早白之人食用；适宜妇女产后乳汁缺乏者食用；适宜身体虚弱、贫血、高脂血症、高血压病、老年哮喘、肺结核，以及荨麻疹，习惯性便秘者食用；适宜糖尿病、血小板减少性紫瘴、慢性神经炎、末梢神经麻痹、痔疮以及出血性素质者食用。
402,食材,,,河蚌,蚌肉性寒，对脾胃虚寒、腹泻便搪之人忌食。,,,,,,,一般人群均可食用适宜阴虚内热之人食用，诸如消渴，烦热口干，目赤者；适宜妇女虚劳，血崩，带下，以及痔疮之人食用；适宜甲状腺机能亢进，高血压病，高脂血症，红斑性狼疮者食用；适宜胆囊炎，胆石症，泌尿系结石，尿路感染，癌症患者及糖尿病患者食用；适宜小儿水痘者食用；适宜炎夏季节烦热口渴时食用。
403,食材,,,甜杏仁,一般人群均可使用。,,,,,,,一般人群均可使用。
404,食材,,,鹌鹑肉,一般人都可食用。,,,,,,,一般人都可食用。是老幼病弱者、高血压患者、肥胖症患者的上佳补品。
405,食材,,,腰果,"腰果含油脂丰富,故不适合胆功能严重不良者、肠炎腹泻患者和痰多患者食用；腰果含的脂肪酸属于良性脂肪酸的一种,虽不易使人发胖,但仍不宜食用过多,尤肥胖的人更要慎用；腰果含有多种过敏原，对于过敏体质的人来说，可能会造成一定的过敏反应。",,,,,,,一般人群均可使用
406,食材,,,雏鸽,一般人都可食用。,,,,,,,一般人都可食用。特别适合肾虚体弱、心神不宁、儿童成长、体力透支者食用。
407,食材,,,鱼肚,鱼鳔味厚滋腻，胃呆痰多、舌苔厚腻者忌食；感冒未患者忌食；食欲不振和痰湿盛者忌用。,,,,,,,一般人都可食用适宜肾虚之人滑精遗精、带下者食用；适宜产后血晕者食用；适宜食道癌、胃痛者食用；适宜脑震荡后遗症者食用；适宜肾亏腰膝酸痛者食用；适宜痔疮之人食用。
408,食材,,,虾籽,凡对虾子过敏之人忌食；高脂血症，动脉硬化，急性炎症和面部痤疮患者忌食。,,,,,,,一般人都可食用虾籽含高蛋白，助阳功效甚佳，肾虚者可常食。
409,食材,,,赤贝,许多贝类是发物，有宿疾者应慎食；贝类性多寒凉，故脾胃虚寒者不宜多吃。,,,,,,,一般人群均可食用高胆固醇、高血脂体质的人以及患有甲状腺肿大、支气管炎、胃病等疾病的人尤为适合。
410,食材,,,鹅血,高胆固醇血症、肝病、高血压和冠心病患者应少食。,,,,,,,一般人群均可食用。癌症病噎膈、反胃皆可食用。尤适合消化道淋巴肉瘤、网状细胞肉瘤的患者、吸血虫病患者及小儿鹅口疮肿烂患者食用。同时贫血患者、老人、妇女和从事粉尘、纺织、环卫、采掘等工作的人尤其应该常吃。
411,食材,,,鱼皮,一般人都可食用。,,,,,,,一般人都可食用。
412,食材,,,鸡肉,1.感冒发热、内火偏旺、痰湿偏重之人、肥胖症、患有热毒疖肿之人、高血压、血脂偏高、胆囊炎、胆石症的人忌食；2.鸡肉性温，助火，肝阳上亢及口腔糜烂、皮肤疖肿、大便秘结者不宜食用；3.动脉硬化、冠心病和高血脂患者忌饮鸡汤；感冒伴有头痛、乏力、发热的人忌食鸡肉，鸡汤。,,,,,,,一般人群均可食用，老人、病人、体弱者更宜食用。
413,食材,,,鸡血,高胆固醇血症、肝病、高血压和冠心病患者应少食。,,,,,,,一般人都均可食用。贫血患者、老人、妇女和从事粉尘、纺织、环卫、采掘等工作的人尤其应该常吃。
414,食材,,,鱿鱼(鲜),脾胃虚寒、高血脂、高胆固醇血症、动脉硬化等心血管病及肝病患者、湿疹、荨麻疹等疾病患者忌食,,,,,,,一般人均能食用。
415,食材,,,鸡胸脯肉,"肥胖或胃肠较弱、担心患糖尿病、动脉硬化的人，应该多吃鸡胸肉。感冒发热、内火偏旺、痰湿偏重之人、患有热毒疖肿之人忌食。
",,,,,,,"一般人群均可食用。老人，病人，体弱者更宜食用。
"
416,食材,,,鳙鱼,鳙鱼性偏温，热病及有内热者、荨麻疹、癣病者、瘙痒性皮肤病应忌食。,,,,,,,一般人群均能食用适宜体质虚弱、脾胃虚寒、营养不良之人食用；特别适宜咳嗽、水肿、肝炎、眩晕、肾炎和身体虚弱者食用。
417,食材,,,麻雀,性功能亢进、阳强易举者、阴虚火旺之人忌食。,,,全国各地,,,,一般人群均可食用。适合有体虚弱，头晕眼花，终日精神萎靡不振，阳痿，性功能减退，小便频数，妇人白带清稀过多，老人、畏寒肢冷、脏腑虚损，腰膝或腰背酸痛，食欲不振者食用。
418,食材,,,鲻鱼,一般人群均可食用。,,,,,,,一般人都可食用尤适宜体质虚弱，营养不良，脾胃气虚，饮食不香之人、小儿疳积、贫血等病症人群食用。
419,食材,,,凤尾鱼,凡湿热内盛，或患有疥疮瘙痒之人忌食；病人忌食。,,,,,,,一般人都可食用适宜体弱气虚，营养不良者食用；适宜儿童食用。
420,食材,,,豆腐,"豆腐消化慢，小儿消化不良者不宜多食；豆腐含嘌呤较多，痛风病人及血尿酸浓度增高的患者填食。
",,,,,,,"一般人群均可食用。豆腐是老人、孕、产妇的理想食品，也是儿童生长发育的重要食物；豆腐也对更年期、病后调养，肥胖、皮肤粗糙很有好处；脑力工作者、经常加夜班者也非常适合食用。
"
421,食材,,,扇贝(鲜),许多贝类是发物，有宿疾者应慎食；贝类性多寒凉，故脾胃虚寒者不宜多吃。,,,,,,,一般人群均可食用适宜高胆固醇、高血脂体质的人以及患有甲状腺肿大、支气管炎、胃病等疾病的人。
422,食材,,,石斑鱼,"一般人均可食用。
",,,,,,,"一般人均可食用。
"
423,食材,,,鳓鱼,凡患有瘙痒性皮肤病者忌食；患有痛症，红斑性狼疮，淋巴结核，支气管哮喘，肾炎，痈疖疗疮等疾病之人忌食。,,,,,,,一般人群均可食用适宜体质虚弱，营养不良者、心血管疾病患者食用；适宜小儿及产妇食用。
424,食材,,,油皮,"平素脾胃虚寒，经常腹泻便溏之人忌食。
",,,,,,,"一般人皆可食用。适宜身体虚弱，营养不良，气血双亏，年老赢瘦之人食用；适宜高脂血症，高胆固醇，肥胖者及血管硬化者食用；
"
425,食材,,,大豆,"大豆在消化吸收过程中会产生过多的气体造成胀肚，故消化功能不良、有慢性消化道疾病的人应尽量少食；
患有严重肝病、肾病、痛风、消化性溃疡、低碘者应禁食；患疮痘期间不宜吃黄豆及其制品。
",,,巴西等区域,,,,"一般人群均可食用。大豆是更年期妇女、糖尿病和心血管病患者的理想食品；脑力工作者和减肥的朋友也很适合。
"
426,食材,,,泥蚶,脾胃湿热盛者忌食。,,,,,,,一般人群都可食用适宜症瘕痞块，老痰积结、胃痛泛酸等症。
427,食材,,,鸽蛋,食积胃热者、性欲旺盛者及孕妇不宜食。,,,,,,,老年人、儿童、体虚、贫血者的理想营养食品；由于脂肪含量较低，适合高血脂症患者食用；钙、磷的含量在蛋类中相对较高，非常适于婴幼儿食用。
428,食材,,,野鸭,一般人群均可食用。,,,,,,,一般人群均可食用。
429,食材,,,罗非鱼,一般人都可食用。,,,,,,,一般人都可食用。
430,食材,,,鲥鱼,多食发疥，故体质过敏及皮肤患有瘙痒性皮肤病者忌食；患有痛症、红斑性狼疮、淋巴结核、支气管哮喘、肾炎、痈疖疗疮等疾病之人忌食。,,,,,,,一般人群均可食用适宜体质虚弱，营养不良者、心血管疾病患者、小儿及产妇食用。
431,食材,,,鸭肫,一般人群均可食用。,,,,,,,一般人群均可食用。贫血病患者尤其适合食用，上腹饱胀、消化不良者，可多吃鸭肫。
432,食材,,,素鸡,一般人群均可食用。,,,,,,,一般人群均可食用。
433,食材,,,花生仁（生）,花生含油脂多，消化时需要多耗胆汁，故胆病患者不宜食用；花生能增进血凝，促进血栓形成，故患血黏度高或有血栓的人不宜食用；体寒湿滞及肠滑便泄者不宜服食。,,,,,,,一般人群均可食用适宜营养不良，食欲不振，咳嗽痰啃之人食用；适宜脚气病患者食用；适宜妇女产后乳汁缺少者食用；适宜高血压病，高脂血症，冠心病，动脉硬化，以及各种出血性疾病之人食用；适宜儿童、青少年及老年人食用，能提高儿童记忆力，有助于老人滋补保健。
434,食材,,,鸡蛋清,患高热、腹泻、肝炎、肾炎、胆囊炎及胆结石的人应忌食或少食为好。,,,,,,,一般人都可食用。
435,食材,,,白酒,阴虚、失血及温热甚者忌服；生育期的男女最好忌酒。,,,,,,,一般人均可食用，35岁以上的男性和过了绝经期的妇女，每隔一天喝一小杯白酒，对防治心血管疾病有一点定的辅助作用。
436,食材,,,松子仁,便溏、精滑、咳嗽痰多、腹泻者忌用；因含油脂丰富，所以胆功能严重不良者应慎食。,,,,,,,一般人群均可食用适宜中老年体质虚弱，大便干结，以及慢性支气管炎久咳无痰之人食用；适宜心脑血管疾病之人食用。
437,食材,,,金糕,肥胖患者、糖尿病患者、肾脏病、高血脂患者要少食。,,,,,,,一般人群均可食用。
438,食材,,,鹅,皮肤疮毒、瘙痒症者、痼疾者忌食，高血压病、血脂血症、动脉硬化之人忌食。,,,,,,,一般人群均可食用。尤其适宜身体虚弱、气血不足、营养不良之人食用，凡经常口渴、乏力、气短、食欲不振者，可常喝鹅汤，吃鹅肉，对治疗感冒和急慢性气管炎、慢性肾炎、老年浮肿、肺气肿、哮喘痰壅等有良效，特别适合在冬季进补。
439,食材,,,栗子（熟）,糖尿病人忌食；婴幼儿、脾胃虚弱、消化不良者、患有风湿病的人不宜多食。,,,,,,,一般人群均可食用适宜老人肾虚者食用，对中老年人腰酸腰痛，腿脚无力，小便频多者尤宜；适宜老年气管炎咳喘，内寒泄泻者食用。
440,食材,,,香油,一般人群均可食用。,,,,,,,老少皆宜。
441,食材,,,鸭,对于素体虚寒，受凉引起的不思饮食，胃部冷痛．腹泻清稀，腰痛及寒性痛经以及肥胖、动脉硬化、慢性肠炎应少食；感冒患者不宜食用。,,,,,,,一般人群均可食用。适用于体内有热、上火的人食用；发低热、体质虚弱、食欲不振、大便干燥和水肿的人，食之更佳。同时适宜营养不良，产后病后体虚、盗汗、遗精、妇女月经少、咽干口渴者食用；还适宜癌症患者及放疗化疗后，糖尿病，肝硬化腹水，肺结核，慢性肾炎浮肿者食用。
442,食材,,,乌龟,一般人群均可食用。,,,桂南等地数量较多；国外主要分布于日本,,,,适宜气血不足，营养不良，劳瘵骨蒸，肺结核久嗽咯血之人食用；适宜妇女产后体虚不复，脱肛或于宫脱垂，煮食龟肉，有促进恢复之效；适宜癌症患者及放疗化疗后，出现气阴两伤，低烧潮热，心烦失眠，掌心热，口干咽干，舌红苔少之人食用；适宜多尿之人，或虚弱小儿遗尿者食用；适宜糖尿病人，或久疟不愈者食用。
443,食材,,,螺丝菜,一般人都可食用。,,,,,,,一般人群均可食用。尤其适合适合风热感冒、虚劳咳嗽、小儿疳积、肺炎患者食用。同时黄疸、气喘、肺虚、肾虚腰痛、淋巴结核、肺结核、咯血等病症患者也可多食。
444,食材,,,田鸡,一般人都可食用。,,,,,,,"一般人均宜，蛋白血症，精力不足，产生缺乳，肝硬化腹水和神经衰弱者、水肿、神经衰弱者尤宜。
"
445,食材,,,燕窝,儿童慎食；肺胃虚寒、湿停痰滞及有丧邪者忌用。,,,,,,,"男女老幼皆宜。老人、体质虚弱者、产后或哺乳期妇女及爱美女士更宜。
"
446,食材,,,野鸡,患有痔疮的人在秋冬之外应忌食野鸡肉；患有疥疮者禁食野鸡肉。,,,,,,,一般人群均可食用。适宜于脾胃气虚下痢，病后体弱、食欲不振、小便频多之人食用。
447,食材,,,鸭肉,对于素体虚寒，受凉引起的不思饮食，胃部冷痛．腹泻清稀，腰痛及寒性痛经以及肥胖、动脉硬化、慢性肠炎应少食；感冒患者不宜食用。,,,,,,,一般人群均可食用。适用于体内有热、上火的人食用；发低热、体质虚弱、食欲不振、大便干燥和水肿的人，食之更佳。同时适宜营养不良，产后病后体虚、盗汗、遗精、妇女月经少、咽干口渴者食用；还适宜癌症患者及放疗化疗后，糖尿病，肝硬化腹水，肺结核，慢性肾炎浮肿者食用。
448,食材,,,芡实米（鲜）,芡实有较强的收涩作用，便秘、尿赤者及妇女产后皆不宜食。,,,,,,,一般人群均可食用适宜白带品多、肾亏腰脊背酸的妇女、体虚尿多的儿童、小便频数的老人、遗精早泻者、慢性腹泻者、慢性肠炎者。
449,食材,,,火鸡腿,患有感冒发热、内火偏旺、痰湿偏重、热毒疖肿之人、痔疮和疥疮者忌食。,,,,,,,一般人群均可食用。预防高血压、高血脂的人，心脑血管病患者、老人尤为适合。
450,食材,,,黄酒,一般成年人均可食用。,,,,,,,一般成年人均可食用。
451,食材,,,牛蛙,"一般人皆可食用。
",,,,,,,一般人皆可食用。胃弱或胃酸过多的患者最宜吃蛙肉。
452,食材,,,蜗牛,小便不通、痔疮肿痛、慢性咽痛和鼻血不止等症患者宜食但不宜久服。,,,遍布全球,,,,老少皆宜，胃肠消化力弱，体虚的人最宜。
453,食材,,,猪肉(瘦),对湿热偏重、痰湿偏盛，舌苔厚腻之人，忌食猪肉。,,,,,,,"一般人都可食用
适宜阴虚不足，头晕，贫血，老人燥咳无痰，大便干结，以及营养不良者食用"
454,食材,,,河鳗,患有慢性疾患和水产品过敏史的人、病后脾肾虚弱、咳嗽痰多及脾虚泄泻者忌食。,,,,,,,一般成年人均可食用，适用于久病羸弱、五脏虚损、贫血、夜盲人、肺结核、妇女崩溃带下、小儿疳积、小儿蛔虫以及痔疮和脱肛病人食用；特别适合于年老、体弱者及年轻夫妇食用。
455,食材,,,武昌鱼,凡患有慢性痢疾之人忌食。,,,,,,,一般人都可食用适宜贫血，体虚，营养不良，不思饮食之人食用。
456,食材,,,豆腐干,"平素脾胃虚寒，经常腹泻便溏之人忌食。
",,,,,,,"一般人皆可食用。适宜身体虚弱，营养不良，气血双亏，年老赢瘦之人食用；适宜高脂血症，高胆固醇，肥胖者及血管硬化者食用。
"
457,食材,,,眉豆,眉豆多食则性滞，故气滞便结者应慎食眉豆。,,,,,,,一般人群均可食用。适宜肾虚者、腹泻者、小便频繁者、男子遗精、女子带下病者；尤其是糖尿病、肾虚患者更佳。
458,食材,,,鹅肉,温热内蕴者、皮肤疮毒、瘙痒症者、痼疾者忌食、高血压病、血脂血症、动脉硬化之人忌食。,,,,,,,一般人都可食用尤其适宜身体虚弱，气血不足、营养不良之人食用。
459,食材,,,加吉鱼,一般人均可食用,,,,,,,一般人群都可食用，尤适于食欲不振、消化不良、产后气血虚弱者食用。
460,食材,,,月鳢,一般人都可食用。,,,,,,,一般人都可食用。
461,食材,,,鸽肉,一般人群均可食用。,,,,,,,一般人群均可食用。更是老年人、孕妇、儿童、体虚病弱、调理病人的理想营养食品。
462,食材,,,鸡蛋,患高热、腹泻、肝炎、肾炎、胆囊炎、胆石症之人忌食；老年高血压、高血脂、冠心病人，宜少量食用鸡蛋，一般每日不超过1只，不宜多食，这样限量食用，既可补充优质蛋白质，又不影响血脂水平。,,,,,,,一般人均可食用适宜体质虚弱，营养不良，贫血及妇女产后病后调养；适宜婴幼儿发育期补养。
463,食材,,,羊腰子,一般人都可食用,,,,,,,一般人都可食用，尤适用于肾虚阳痿者食用。
464,食材,,,猪肉皮,外感咽痛、寒下利者忌食；患有肝病疾病、动脉硬化、高血压病的患者应少食或不食为好。,,,,,,,一般人群均可食用。适宜阴虚之人心烦、咽痛、下利者食用；适宜妇女血枯、月经不调者食用；也适宜血友病人出血者食用。
465,食材,9～12g,,山楂,孕妇、老年、儿童、胃酸分泌过多者、病后体虚及患牙病者不宜食用。,秋季果实成熟时采收,,辽宁,,,无毒,一般人群均可食用，适宜消化不良者、心血管疾病患者、癌症患者、肠炎患者。
466,食材,,,熟地黄,本品性质粘腻，有碍消化，凡脾胃虚弱、气滞痰多，脘腹胀满及食少便溏者忌服。,,,,,,,一般人群都可食用。
467,食材,,,野菊,"脾胃虚寒者忌食。
",,,河北,,,,支气管炎，鼻炎，咽炎，皮肤性病食用。
468,食材,,,牛肚,一般人都可食用。,,,,,,,一般人都可食用，尤适宜于病后虚羸、气血不足、营养不良、脾胃薄弱之人。
470,食材,,,海鲜,,,,,,,,
471,食材,,,蔬菜,,,,,,,,
472,食材,,,水果,,,,,,,,
473,食材,,,北极虾,,,,,,,,
476,食材,,,面条,,,,,,,,
477,食材,,,云吞,,,,,,,,
478,食材,,,大地鱼上汤,,,,,,,,
480,食材,,,动物胶,,,,,,,,
481,食材,,,慕斯粉,,,,,,,,
482,食材,,,马斯卡普尼干酪,,,,,,,,
483,食材,,,咖啡酒,,,,,,,,
484,食材,,,可可粉,,,,,,,,
485,食材,,,花生油,,,,,,,,
486,食材,,,食盐,,,,,,,,
488,食材,,,牛杂,,,,,,,,
489,食材,,,红油辣椒,,,,,,,,
490,食材,,,熟花生米,,,,,,,,
492,食材,,,猪肉,,,,,,,,
493,食材,,,豆类,,,,,,,,
494,食材,,,茶,,,,印度,,,,
495,食材,,,肉,,,,,,,,
496,食材,,,杨梅子,,,,,,,,
497,食材,,,富含维生素C的食物,,,,,,,,
498,食材,,,辣椒,,秋二季果皮变红色时采收,,现在世界各国普遍栽培,,,,
499,食材,,,雀肉,,,,,,,,
500,食材,,,豆芽,,,,,,,,
501,食材,,,羊肉,,,,,,,,
502,食材,,,栗子,,,,,,,,
503,食材,,,牛肉,,,,,,,,
504,食材,,,鲇鱼,,,,,,,,
505,食材,,,鳗,,,,,,,,
506,食材,,,豆酱,,,,,,,,
507,食材,,,乳酪,,,,,,,,
508,食材,,,红豆,,,,全国各地普遍栽培,,,,
509,食材,,,柿子,,,,日本,,,,
510,食材,,,芥末,,,,,,,,
511,食材,,,狗肾,,,,,,,,
512,食材,,,地瓜,,,,美洲,,,,
513,食材,,,消炎片,,,,,,,,
514,食材,,,鱼虾,,,,,,,,
515,食材,,,狗肉与朱砂,,,,,,,,
516,食材,,,狗血,,,,,,,,
517,食材,,,鳖,,,,美洲的淡水和湖泊中,,,,
518,食材,,,马肉,,,,,,,,
519,食材,5～30g,,木耳,,夏,,吉林,,,无毒,
520,食材,,,金针蘑,,,,,,,,
521,食材,,,咸菜,,,,,,,,
522,食材,2～10g,,甘草,,秋二季,,中国,,,无毒,
523,食材,,,鳗鱼,,,,热带及温带地区水域,,,,
524,食材,,,黄鱼,,,,分布于大平洋北部浅海。我国东海黄海、渤海沿海,,,,
525,食材,,,荞麦面,,,,,,,,
526,食材,,,虾,,,,大海,,,,
527,食材,,,红枣,,,,,,,,
528,食材,,,黄豆,,,,,,,,
529,食材,,,花生仁,,,,,,,,
530,食材,,,冷食,,,,,,,,
531,食材,,,石榴,,,,,,,,
532,食材,,,香瓜,,,,,,,,
533,食材,,,大枣,,,,,,,,
534,食材,,,毛蟹,,,,,,,,
535,食材,,,冰,,,,,,,,
536,食材,,,海味食物,,,,,,,,
537,食材,,,含鞣酸食物,,,,,,,,
538,食材,,,海带,,,,,,,,
539,食材,,,蛤,,,,浅海沙中,,,,
540,食材,,,海鱼,,,,,,,,
541,食材,,,鳖肉,,,,,,,,
542,食材,,,苋菜,,,,,,,,
543,食材,,,冰制品,,,,,,,,
544,食材,,,面,,,,,,,,
545,食材,,,玉米,,,,中国黄河以北地区居多,,,,
546,食材,,,西红柿,,,,,,,,
547,食材,,,生鱼,,,,,,,,
548,食材,,,甲鱼与黄鳝,,,,,,,,
549,食材,,,蟹,,,,,,,,
550,食材,,,蚬,,,,,,,,
551,食材,,,毛蚶,,,,,,,,
552,食材,,,花菜,,,,,,,,
553,食材,,,葱,,,,分布：全国各地均有栽植。,,,,
554,食材,,,枣,,,,在中国南北各地都有分布,,,,
555,食材,,,蒜,,,,江苏等省,,,,
556,食材,,,莴苣,,,,,,,,
557,食材,,,糖浆,,,,,,,,
558,食材,,,鱼,,,,全世界的水域,,,,
559,食材,,,酸牛奶,,,,,,,,
560,食材,,,开水,,,,,,,,
561,食材,,,猪骨汤,,,,,,,,
562,食材,,,青菜,,,,,,,,
563,食材,,,先放盐,,,,,,,,
564,食材,,,菜,,,,,,,,
565,食材,,,早放姜,,,,,,,,
566,食材,,,红糖,,,,贵州黔西南布依族苗族自治州,,,,
567,食材,,,糖,,,,,,,,
568,食材,,,食铜食物,,,,,,,,
569,食材,,蒸煮后食用,皮蛋,,,,,,,,
570,食材,,,糖精,,,,,,,,
571,食材,,,蛋清,,,,,,,,
572,食材,,,甜酒,,,,,,,,
573,食材,,,生鸡蛋,,,,,,,,
574,食材,,,味精,,,,,,,,
575,食材,,,白糖,,,,,,,,
576,食材,,,酒,,,,,,,,
577,食材,,,药,,,,,,,,
578,食材,,,香烟,,,,,,,,
579,食材,,,咖啡与海藻与茶与黑木耳,,,,,,,,
580,食材,,,红酒,,,,,,,,
581,食材,,,药物,,,,,,,,
582,食材,,,鲜汤,,,,,,,,
583,食材,,,热水,,,,,,,,
584,食材,,,补品,,,,,,,,
585,食材,,,米汤,,,,,,,,
586,食材,,,钙粉,,,,,,,,
587,食材,,,酸性饮料,,,,,,,,
588,食材,,,巧克力,,,,,,,,
589,食材,,,果汁,,,,,,,,
590,食材,,,冷饮,,,,,,,,
591,食材,,,热茶,,,,,,,,
592,食材,,,汽水,,,,,,,,
593,食材,,,进餐,,,,,,,,
594,食材,,,糖类,,,,,,,,
595,食材,,,烧酒,,,,,,,,
596,食材,,,黍米,,,,,,,,
597,食材,,,腌熏食物,,,,,,,,
598,食材,,,海味,,,,,,,,
599,食材,,,冰棒,,,,,,,,
600,食材,,,大米,,,,,,,,
601,食材,,,蜜,,,,,,,,
602,食材,,,羊大梁,,,,,,,,
603,食材,,,麻椒,,,,,,,,
13287,食材,,,红薯粉丝,,,,,,,,
13298,食材,,,牛肉(肥瘦),,,,,,,,
13304,食材,,,桃仁,,果实成熟后采收,,,,,,
13310,食材,,,糖醋,,,,,,,,
13317,食材,,,咸鸭蛋,,,,,,,,
13340,食材,,,松子（炒）,,,,,,,,
13345,食材,,,咸鱼,,,,,,,,
13357,食材,,,猪大骨,,,,,,,,
13364,食材,,,羊骨,,,,,,,,
13368,食材,,,黑豆,,,,,,,,
13377,食材,,,猪腰子,,,,,,,,
13409,食材,,,猪颈排,,,,,,,,
13446,食材,,,猪排骨,,,,,,,,
13454,食材,,,猪肉(肥),,,,,,,,
13474,食材,,,海带(鲜),,,,,,,,
13485,食材,,,吐司面包,,,,,,,,
13487,食材,,,绿豆沙,,,,,,,,
13488,食材,,,芝士,,,,,,,,
13508,食材,,,鸡骨架,,,,,,,,
13512,食材,,,鱼肉,,,,,,,,
13513,食材,,,面粉,,,,,,,,
13538,食材,,,凉粉草,,,,,,,,
13593,食材,,,嫩香椿芽,,,,,,,,
13595,食材,,,空心菜,,,,我国各地广泛栽培,,,,
13620,食材,,,糯米(紫),,,,,,,,
13625,食材,,,肉末,,,,,,,,
13630,食材,,,咖啡,,,,,,,,
13633,食材,,,丝瓜,,,,原产于印度,,,,
13635,食材,,,花椒粉,,,,,,,,
13662,食材,,,啤酒,,,,,,,,
13701,食材,,,花生（炒）,,,,,,,,
13734,食材,,,鸭胰,,,,,,,,
13748,食材,,,盐,,,,,,,,
13752,食材,,,鸡腿,,,,,,,,
13817,食材,,,熬制的花椒水,,,,,,,,
13882,食材,,,新鲜猪肉,,,,,,,,
13901,食材,,,酱黄瓜,,,,,,,,
13902,食材,,,油,,,,,,,,
13925,食材,,,鲤鱼,,,,,,,,
13928,食材,,,鸭肝,,,,,,,,
13943,食材,,,甲鱼,,,,,,,,
13949,食材,,,郫县豆瓣,,,,,,,,
13951,食材,,,虾皮,,,,,,,,
13952,食材,,,羊肚,,,,,,,,
13984,食材,,,海蜇皮,,,,,,,,
14002,食材,,,老姜,,,,,,,,
14012,食材,,,鸡肫,,,,,,,,
14048,食材,,,苜蓿,,,,,,,,
14074,食材,,,绿豆芽,,,,,,,,
14087,食材,,,鱼翅,,,,,,,,
14105,食材,,,高筋面粉,,,,,,,,
14145,食材,,,鲜椰子丝,,,,,,,,
14174,食材,,,精猪油,,,,,,,,
14186,食材,,,鸡蛋液,,,,,,,,
14198,食材,,烹饪也可,洋葱,,,,全世界,,,,
14253,食材,,,鱿鱼,,,,,,,,
14278,食材,,水煮,虾米,,,,,,,,
14283,食材,,,玉米面（黄）,,,,,,,,
14327,食材,,,年糕,,,,,,,,
14335,食材,,,荸荠粉,,,,,,,,
14354,食材,,,鳖裙,,,,,,,,
14377,食材,,,红辣椒,,,,中南美洲热带地区,,,,
14378,食材,,,豇豆,,,,,,,,
14428,食材,,,莲子,,,,,,,,
14458,食材,,,甜菜,,,,,,,,
14470,食材,,,辣椒(青、尖),,,,,,,,
14479,食材,,,鹌鹑蛋,,,,东北到东南大部分地区,,,无毒,
14482,食材,,,乳猪,,,,,,,,
14497,食材,,,羊肥肠(大肠),,,,,,,,
14499,食材,,,腊肉(生),,,,,,,,
14507,食材,,,三文鱼,,,,,,,,
14537,食材,,,咖啡粉,,,,,,,,
14542,食材,,,猪瘦肉馅,,,,,,,,
14550,食材,,,鸭血(白鸭),,,,,,,,
14562,食材,,,红豆沙,,,,,,,,
14593,食材,,,火腿肠,,,,,,,,
14610,食材,,,苹果脯,,,,,,,,
14613,食材,,,香葱,,,,,,,,
14624,食材,,,黑鱼,,,,,,,,
14640,食材,,,春笋,,,,,,,,
14683,食材,,,牛肉（瘦）,,,,,,,,
14711,食材,,,胡椒,,,,,,,,
14726,食材,,,猪网油,,,,,,,,
14739,食材,,,牛肉粒,,,,,,,,
14756,食材,,,猕猴桃,,,,湖北省宜昌市夷陵区雾渡河,,,,
14767,食材,,,骨汤,,,,,,,,
14793,食材,,,四季豆,,,,,,,,
14794,食材,,,茭白,,,,,,,,
14801,食材,,,粉芡,,,,,,,,
14803,食材,,,海虾,,,,,,,,
14820,食材,,,细粉条,,,,,,,,
14829,食材,,,猪排骨(大排),,,,,,,,
14840,食材,,,豆腐皮,,,,,,,,
14852,食材,,,蒜苗（各家不同）,,,,,,,,
14855,食材,,,鲜贝,,,,,,,,
14856,食材,,,生姜,,,,,,,,
14868,食材,,,鸡,,,,,,,,
14879,食材,,,杏仁,,,,,,,,
14887,食材,,,黄豆粉,,,,,,,,
14898,食材,,,水,,,,,,,,
14932,食材,,,鲶鱼,,,,多数种类是生活在池塘或河川等的淡水中,,,,
14942,食材,,,黄豆芽,,,,,,,,
14945,食材,,,猪里脊肉,,,,,,,,
14954,食材,,,面皮,,,,,,,,
14984,食材,,,花生仁（炒）,,,,,,,,
14988,食材,,,精肉（猪）,,,,,,,,
14990,食材,,,番茄,,,,原产于中美洲和南美洲,,,,
15020,食材,,,生菜,,,,东亚，中国东南沿海大部有栽培,,,,
15027,食材,,,鸭掌,,,,,,,,
15045,食材,,,香肠,,,,,,,,
15076,食材,,,羊,,,,,,,,
15078,食材,,,橘饼,,,,,,,,
15085,食材,,,豆浆,,,,,,,,
15089,食材,,,牛,,,,,,,,
15104,食材,,,鹿肉,,,,,,,,
15106,食材,,,酱料,,,,,,,,
15112,食材,,,茼蒿,,,,,,,,
15118,食材,,,西兰花,,,,,,,,
