诊断方法:ID,:LABEL,name
18810,诊断方法,酶联合吸附测定
18811,诊断方法,利多卡因代谢试验
18812,诊断方法,子宫颈活检
18813,诊断方法,雾视验光
18814,诊断方法,血浆抗利尿激素（ADH）
18815,诊断方法,手背浅静脉充盈度
18816,诊断方法,脑脊液酸碱度值
18817,诊断方法,氨基酸清除率测定
18818,诊断方法,阴道出血量检查
18819,诊断方法,抗凝血活性试验
18820,诊断方法,抗线粒体抗体（AMA）
18821,诊断方法,男性生殖器发育自我检测
18822,诊断方法,粪便菌群失调
18823,诊断方法,血氨
18824,诊断方法,甘氨酰脯氨酸二肽氨基肽酶
18825,诊断方法,足畸形检查
18826,诊断方法,指鼻试验
18827,诊断方法,肺吸虫皮内试验
18828,诊断方法,积液溶菌酶
18829,诊断方法,粪便吞噬细胞
18830,诊断方法,1分钟胆红素
18831,诊断方法,肾小球滤过分数(GFF)
18832,诊断方法,计算机三维重建技术
18833,诊断方法,尿氟
18834,诊断方法,脏器断层显像
18835,诊断方法,血清丁醇提取碘
18836,诊断方法,毛发矿物质检查
18837,诊断方法,病毒感染免疫检测
18838,诊断方法,脑脊液游离型髓鞘碱性蛋白
18839,诊断方法,阴道真菌检验
18840,诊断方法,青霉素皮内试验
18841,诊断方法,血小板凝集试验（PAgT）
18842,诊断方法,气体分布
18843,诊断方法,昂德腊耳征
18844,诊断方法,血清结合球蛋白
18845,诊断方法,嗜碱性点彩红细胞
18846,诊断方法,蛇毒因子溶血试验
18847,诊断方法,沙眼衣原体抗体
18848,诊断方法,骨髓异常细胞和寄生虫
18849,诊断方法,血清碱性磷酸酶同工酶测定（iso-ALP）
18850,诊断方法,粪便显微镜检查
18851,诊断方法,术后经T形管胆道造影
18852,诊断方法,维生素E
18853,诊断方法,虹膜检查法
18854,诊断方法,甲状腺、甲状旁腺的超声检查
18855,诊断方法,乙型肝炎抗原抗体检测
18856,诊断方法,支气管造影
18857,诊断方法,指指试验
18858,诊断方法,甲型肝炎抗原
18859,诊断方法,抗流行性乙型脑炎病毒IgM抗体
18860,诊断方法,血清总铁结合力
18861,诊断方法,两下肢长度
18862,诊断方法,肛腹诊
18863,诊断方法,尿铅
18864,诊断方法,血清脂肪酶（LPS）
18865,诊断方法,尿谷草转移酶
18866,诊断方法,淋巴细胞毒试验
18867,诊断方法,血清免疫蛋白电泳
18868,诊断方法,过敏原筛选
18869,诊断方法,胃镜
18870,诊断方法,谷氨酸
18871,诊断方法,抗心肌细胞膜抗体
18872,诊断方法,脊柱MRI检查
18873,诊断方法,乙醇凝胶试验
18874,诊断方法,甲状腺摄131碘试验
18875,诊断方法,4字试验
18876,诊断方法,全血黏度
18877,诊断方法,肾上腺MRI检查
18878,诊断方法,尿碘(I)
18879,诊断方法,尿瓜氨酸
18880,诊断方法,尿比重3h试验
18881,诊断方法,积液乳酸脱氢酶
18882,诊断方法,促甲状腺激素（TSH）
18883,诊断方法,粪卟啉
18884,诊断方法,温度与出汗
18885,诊断方法,磁共振水成像
18886,诊断方法,氧分压
18887,诊断方法,抗桥粒自身抗体
18888,诊断方法,抗核苷酶试验
18889,诊断方法,精浆α-葡萄糖苷酶
18890,诊断方法,弓形体抗体测定
18891,诊断方法,静态显像
18892,诊断方法,淋球菌免疫学检测
18893,诊断方法,胸部外部检查
18894,诊断方法,针刺试验
18895,诊断方法,立克次体补体结合试验
18896,诊断方法,血浆结合球蛋白半定量测定
18897,诊断方法,Trousseau征
18898,诊断方法,屈指试验
18899,诊断方法,菊糖发酵试验
18900,诊断方法,β-半乳糖苷酶
18901,诊断方法,碘黄试验
18902,诊断方法,马尿酸钠水解试验
18903,诊断方法,粪隐血试验
18904,诊断方法,散光表验光法
18905,诊断方法,维生素B6（VitB6）
18906,诊断方法,纤维蛋白肽Bβ1～42
18907,诊断方法,腹部平片
18908,诊断方法,经皮肝穿胆道引流（PTD）
18909,诊断方法,促黄体生成素LH
18910,诊断方法,腹部搏动检查
18911,诊断方法,超氧化物歧化酶（SOD）
18912,诊断方法,亮氨酸氨基肽酶
18913,诊断方法,血清5'-核苷酸酶（5'-NT）
18914,诊断方法,体位引流
18915,诊断方法,脊柱弯曲度
18916,诊断方法,3-甲氧基肾上腺素
18917,诊断方法,脑脊液瘘孔定位
18918,诊断方法,血清肌酐
18919,诊断方法,脾显象
18920,诊断方法,痰液的一般性状检查
18921,诊断方法,抬腿试验
18922,诊断方法,平均血小板体积(MPV)
18923,诊断方法,定量肝功能试验
18924,诊断方法,抗双链DNA抗体（ani-DNA）
18925,诊断方法,脑脊液透明度
18926,诊断方法,新生儿体格检查
18927,诊断方法,沙眼衣原体IgM和IgG
18928,诊断方法,前臂屈肌紧张试验
18929,诊断方法,肝纤维化指标检查
18930,诊断方法,尿锰
18931,诊断方法,脑脊液髓鞘碱性蛋白片段
18932,诊断方法,五官MRI检查
18933,诊断方法,震动觉
18934,诊断方法,生殖系统肿瘤检查项目
18935,诊断方法,乳房视诊
18936,诊断方法,脑脊液的化学检查
18937,诊断方法,毛果芸香碱出汗试验
18938,诊断方法,人白细胞抗原B27（HLA―B27）
18939,诊断方法,运动功能检查
18940,诊断方法,羊水胆红素
18941,诊断方法,血清腺苷脱氨酶（ADA）
18942,诊断方法,痰培养+药敏试验
18943,诊断方法,可乐定试验
18944,诊断方法,天门冬氨酸
18945,诊断方法,红细胞滤过指数（IF）
18946,诊断方法,T4/T8比值
18947,诊断方法,蛋白质、氨基酸分解产物试验
18948,诊断方法,闭目直立试验
18949,诊断方法,内分泌功能试验
18950,诊断方法,细菌性食物中毒检测
18951,诊断方法,粪便植物细胞与植物纤维
18952,诊断方法,抗胰岛素抗体
18953,诊断方法,血清总补体活性（CH50）
18954,诊断方法,儿童生长发育检测
18955,诊断方法,甘氨酸
18956,诊断方法,葡萄糖氧化酶生化分析仪法
18957,诊断方法,反跳试验
18958,诊断方法,食管24hpH监测
18959,诊断方法,膀胱叩诊
18960,诊断方法,血清冷球蛋白
18961,诊断方法,血清三碘甲状腺原氨酸
18962,诊断方法,红细胞比积(PCV)
18963,诊断方法,血糖仪试纸带法
18964,诊断方法,"血清氯(Cl-,Cl)"
18965,诊断方法,血小板体积分布宽度(PDW)
18966,诊断方法,结核杆菌的抗原、抗体检查
18967,诊断方法,望远镜试验
18968,诊断方法,锡克试验
18969,诊断方法,骨密度测定
18970,诊断方法,孕激素试验
18971,诊断方法,活化蛋白C抵抗试验
18972,诊断方法,四肢与关节运动功能
18973,诊断方法,结肠造影
18974,诊断方法,直接涂片检查
18975,诊断方法,类风湿因子（RF）
18976,诊断方法,血清锂
18977,诊断方法,电阻抗体积描记检查
18978,诊断方法,静脉注射肾盂摄影检查
18979,诊断方法,面神经检查
18980,诊断方法,纤维支气管镜检查
18981,诊断方法,尿道口检查
18982,诊断方法,过氧化酶染色
18983,诊断方法,脑蛋白质代谢显像
18984,诊断方法,脑脊液5-羟吲哚乙酸
18985,诊断方法,妇科检查
18986,诊断方法,餐后血清锌浓度反应试验(PICR)
18987,诊断方法,血管紧张素转化酶
18988,诊断方法,口腔X光片检查
18989,诊断方法,循环免疫复合物
18990,诊断方法,肾血流量（RPF）
18991,诊断方法,骨盆外测量
18992,诊断方法,阴道分泌物清洁度
18993,诊断方法,脏器触诊
18994,诊断方法,汉坦病毒抗体（VH-Ab）
18995,诊断方法,上消化道X线钡餐
18996,诊断方法,血清蛋白电泳
18997,诊断方法,下消化道内镜检查
18998,诊断方法,胰岛素
18999,诊断方法,M型超声心动图（ME）
19000,诊断方法,甘油三酯
19001,诊断方法,前列腺液显微镜检查
19002,诊断方法,膝侧向运动试验
19003,诊断方法,葡萄糖-6-磷酸脱氢酶
19004,诊断方法,汗液电解质检查
19005,诊断方法,脑葡萄糖代谢显像
19006,诊断方法,脑脊液纤维连接蛋白
19007,诊断方法,磷酸肌酸激同工酶
19008,诊断方法,阿司匹林耐量试验
19009,诊断方法,血清乳糖
19010,诊断方法,遮盖法
19011,诊断方法,肝区腹膜摩擦感
19012,诊断方法,束臂试验
19013,诊断方法,乙型肝炎病毒核心抗体（HBcAb）
19014,诊断方法,水溶性维生素
19015,诊断方法,尿去氢异雄酮
19016,诊断方法,血清甘-鹅去氧胆酸
19017,诊断方法,HCG半定量
19018,诊断方法,"复钙交叉试验（CRT,PRT）"
19019,诊断方法,腺病毒抗体
19020,诊断方法,三合诊
19021,诊断方法,布氏杆菌凝集试验
19022,诊断方法,脑脊液钙
19023,诊断方法,体重指数
19024,诊断方法,试管凝集试验
19025,诊断方法,激发试验
19026,诊断方法,胆囊胆道B超检查
19027,诊断方法,花托试验
19028,诊断方法,结膜的检查
19029,诊断方法,肾脏触诊
19030,诊断方法,干扰素
19031,诊断方法,粪便气味
19032,诊断方法,凝血酶时间
19033,诊断方法,催乳素(PRL)
19034,诊断方法,精子运动速度
19035,诊断方法,康氏反应
19036,诊断方法,解脲脲原体
19037,诊断方法,血浆酮体
19038,诊断方法,尿结晶
19039,诊断方法,冈上肌肌腱断裂试验
19040,诊断方法,身体质量指数
19041,诊断方法,空腹血葡萄糖
19042,诊断方法,生理无效腔（Vd/Vt）
19043,诊断方法,黄疸检查
19044,诊断方法,芬科斯试验
19045,诊断方法,肌酸激酶
19046,诊断方法,抗类风湿性关节炎33抗体
19047,诊断方法,抗丁型肝炎病毒IgM抗体
19048,诊断方法,血清醛缩酶
19049,诊断方法,phi(φ)小体染色
19050,诊断方法,颞下颌关节检查
19051,诊断方法,异柠檬酸脱氢酶
19052,诊断方法,小指短屈肌肌力试验
19053,诊断方法,尿胆素
19054,诊断方法,肿瘤基因P53抗体（P53-AB）
19055,诊断方法,"血清醛固酮(ALD,ALS)"
19056,诊断方法,胎儿血红蛋白(HbF)酸洗脱试验
19057,诊断方法,心脏血管超声检查
19058,诊断方法,刮髌试验
19059,诊断方法,钼靶照相
19060,诊断方法,位听神经检查
19061,诊断方法,眼底微血管检查
19062,诊断方法,染色体核型分析
19063,诊断方法,胰蛋白酶(Try)
19064,诊断方法,粪便氮
19065,诊断方法,粪便隐血试验(OBT)
19066,诊断方法,新生儿疾病筛查
19067,诊断方法,封闭抗体检查
19068,诊断方法,脑脊液β2微球蛋白（β2-MG）
19069,诊断方法,刚果红试验
19070,诊断方法,尿γ-谷氨酰转移酶
19071,诊断方法,尿蛋白试验（PRO）
19072,诊断方法,二维超声心动图
19073,诊断方法,葡萄糖胰岛素释放试验
19074,诊断方法,血吸虫抗体
19075,诊断方法,尿浓缩与稀释功能试验
19076,诊断方法,Frenzel氏眼镜检查法
19077,诊断方法,飞行员体格检查
19078,诊断方法,用力肺活量（FVC)
19079,诊断方法,抗甲状腺微粒体抗体
19080,诊断方法,压颈试验
19081,诊断方法,尿道抬举试验
19082,诊断方法,胃液乳酸测定
19083,诊断方法,白细胞数
19084,诊断方法,无痛胃镜
19085,诊断方法,红细胞花环试验
19086,诊断方法,促肾上腺皮质激素
19087,诊断方法,总甲状腺素
19088,诊断方法,抗表皮基底膜抗体
19089,诊断方法,血凝抑制试验
19090,诊断方法,浆膜腔积液病原体
19091,诊断方法,肾血浆流量测定
19092,诊断方法,血清比黏度
19093,诊断方法,局部显像
19094,诊断方法,血清磷脂
19095,诊断方法,尿卟啉原试验（UP）
19096,诊断方法,气钡双对比造影
19097,诊断方法,尿蛋氨酸（Met）
19098,诊断方法,胱氨酸
19099,诊断方法,糖脂类肿瘤标志物检测
19100,诊断方法,前列腺液颜色
19101,诊断方法,支气管哮喘运动激发试验
19102,诊断方法,痰培养
19103,诊断方法,尿蛋白定量
19104,诊断方法,乳糜尿定性试验
19105,诊断方法,血小板体积分布宽度（PDW）
19106,诊断方法,早产视网膜病变筛查
19107,诊断方法,泪道探术
19108,诊断方法,高峰胃酸分泌量测定（PAO）
19109,诊断方法,巴氏(Pap) 阴道细胞涂片检查
19110,诊断方法,纤维蛋白肽Bβ15～42
19111,诊断方法,电子束CT
19112,诊断方法,血吸虫酶联免疫吸附试验
19113,诊断方法,"尿维生素B2（VitB2,VB2）"
19114,诊断方法,磁共振波谱成像
19115,诊断方法,小气道功能
19116,诊断方法,虎红平板凝集试验
19117,诊断方法,舌下神经检查
19118,诊断方法,羊水钠
19119,诊断方法,血浆促甲状腺激素释放激素(TRH)
19120,诊断方法,血清蛋白电泳（SPE）
19121,诊断方法,抗RNP抗体
19122,诊断方法,芽生菌补体结合试验
19123,诊断方法,光觉检查
19124,诊断方法,色氨酸
19125,诊断方法,染色体
19126,诊断方法,肿瘤受体显像
19127,诊断方法,泪液乳铁蛋白
19128,诊断方法,髋外旋外展试验
19129,诊断方法,胰岛素低血糖兴奋GH、ACTH试验
19130,诊断方法,尿维生素B1
19131,诊断方法,"碱性磷酸酶(ALP,AKP)"
19132,诊断方法,血清磷（Pi）
19133,诊断方法,灭活血清反应素试验
19134,诊断方法,分侧肾静脉肾素活性测定
19135,诊断方法,B因子
19136,诊断方法,血清淀粉酶同工酶（AMY-I）
19137,诊断方法,红细胞碱粒凝集试验
19138,诊断方法,肝脏触诊
19139,诊断方法,搔弹音
19140,诊断方法,抗环瓜氨酸多肽抗体（抗CCP）
19141,诊断方法,眼及眶区CT检查
19142,诊断方法,凝血因子活性测定
19143,诊断方法,流行性脑脊髓膜炎免疫学试验
19144,诊断方法,肿瘤坏死因子α
19145,诊断方法,CT血管成像
19146,诊断方法,嗜酸性粒细胞数
19147,诊断方法,饱餐试验
19148,诊断方法,核酸的分子杂交
19149,诊断方法,尿铜（Cu）
19150,诊断方法,胰腺特异性抗原（PaA）
19151,诊断方法,血清脂蛋白-α
19152,诊断方法,嗅神经检查
19153,诊断方法,血清汞（Hg）
19154,诊断方法,红细胞丙酮酸激酶活性
19155,诊断方法,尿乳糖
19156,诊断方法,食管造影
19157,诊断方法,三碘甲状腺原氨酸摄取率
19158,诊断方法,血清亮氨酸氨基转肽酶（LAP）
19159,诊断方法,沙门氏菌的鉴定
19160,诊断方法,因子VIII/因子IX促凝活性
19161,诊断方法,厌氧菌的分离与鉴定
19162,诊断方法,TRH兴奋TSH、PRL试验
19163,诊断方法,快速血浆反应素环状卡片试验
19164,诊断方法,逆行肾盂造影
19165,诊断方法,尿铬（Cr）
19166,诊断方法,脑脊液髓鞘碱性蛋白
19167,诊断方法,脑脊液钠
19168,诊断方法,微量元素中毒检测
19169,诊断方法,压顶试验
19170,诊断方法,胎心监护
19171,诊断方法,骨髓淋巴细胞系统
19172,诊断方法,血清学反应
19173,诊断方法,过指试验
19174,诊断方法,热溶血试验
19175,诊断方法,Lhermitte征
19176,诊断方法,血红蛋白A2
19177,诊断方法,膈现象
19178,诊断方法,免疫学检测
19179,诊断方法,血栓调节蛋白抗原
19180,诊断方法,血浆蛋白C活性测定
19181,诊断方法,血红蛋白电泳
19182,诊断方法,金伯克现象
19183,诊断方法,抗双链DNA抗体
19184,诊断方法,婴幼儿测量身长
19185,诊断方法,血清山梨醇脱氢酶
19186,诊断方法,拇短伸肌肌力试验
19187,诊断方法,黑加征
19188,诊断方法,脑脊液梅毒血清补体结合反应
19189,诊断方法,甲状腺血流显像
19190,诊断方法,床旁透视与术中透视
19191,诊断方法,挺胸试验
19192,诊断方法,枸橼酸盐利用试验
19193,诊断方法,胃肠道功能动力学检查
19194,诊断方法,单克隆丙种球蛋白（MMG）
19195,诊断方法,子宫颈涂片测试
19196,诊断方法,比格凝血活酶生成时间
19197,诊断方法,单纯疱疹病毒抗体
19198,诊断方法,阴茎海绵体血管活性物质注射
19199,诊断方法,释放抗体试验
19200,诊断方法,血清锌
19201,诊断方法,粪胆素
19202,诊断方法,血液检查
19203,诊断方法,血清阴离子测定
19204,诊断方法,药物刺激试验
19205,诊断方法,α1-抗胰蛋白酶
19206,诊断方法,新斯的明试验
19207,诊断方法,食管拉网检查
19208,诊断方法,酸性磷酸酶
19209,诊断方法,肾脏超声检查
19210,诊断方法,阴茎检查
19211,诊断方法,唾液溶菌酶
19212,诊断方法,血细胞分析仪
19213,诊断方法,不孕不育的免疫学检查
19214,诊断方法,肩关节外展试验
19215,诊断方法,尿维生素B6
19216,诊断方法,眼底荧光血管造影
19217,诊断方法,红细胞二磷酸甘油转移酶
19218,诊断方法,连续血浆鱼精蛋白稀释试验
19219,诊断方法,肺泡气-动脉血氧分压差
19220,诊断方法,维生素B3
19221,诊断方法,变性珠蛋白小体检测
19222,诊断方法,尿素氮
19223,诊断方法,尿常规
19224,诊断方法,面容表情
19225,诊断方法,肺活量体重指数
19226,诊断方法,腹部听诊
19227,诊断方法,肾素活性
19228,诊断方法,免疫印迹技术
19229,诊断方法,甲状腺球蛋白
19230,诊断方法,血浆维生素B12
19231,诊断方法,血吸虫尾蚴膜反应
19232,诊断方法,全血还原黏度
19233,诊断方法,抗甲状腺微粒体抗体(ATMA)
19234,诊断方法,胃液酸碱度(pH)
19235,诊断方法,荧光法密螺旋体抗体吸附试验
19236,诊断方法,D二聚体（DD）
19237,诊断方法,肺弥散功能测定（DL）
19238,诊断方法,红细胞比容
19239,诊断方法,尿无机磷（Pi）
19240,诊断方法,丁型肝炎抗体
19241,诊断方法,抗碱血红蛋白
19242,诊断方法,眼球及眼眶检查法
19243,诊断方法,胃肠道CT检查
19244,诊断方法,胃总酸度测定
19245,诊断方法,五肽胃泌素胃液分析
19246,诊断方法,羊水渗透量(压)
19247,诊断方法,语调与语态
19248,诊断方法,浅反射检查
19249,诊断方法,特里布累氏试验
19250,诊断方法,尿孕酮(P)
19251,诊断方法,脑多普勒超声（TCD）
19252,诊断方法,鼻胆管引流（ENBD）
19253,诊断方法,尿β-羟丁酸
19254,诊断方法,5-羟吲哚乙酸
19255,诊断方法,尿液肉眼检查
19256,诊断方法,血小板第3因子功能检测
19257,诊断方法,平均红细胞体积（MCV）
19258,诊断方法,果糖耐量试验
19259,诊断方法,翻转上睑方法
19260,诊断方法,胃液IgG IgA
19261,诊断方法,上消化道功能测定和显像
19262,诊断方法,抗麸质抗体
19263,诊断方法,催产素
19264,诊断方法,牙髓电活力测定
19265,诊断方法,淋巴细胞数
19266,诊断方法,血浆鱼精蛋白副凝试验（3p试验）
19267,诊断方法,黄体酮试验
19268,诊断方法,阴离子间隙（AG）
19269,诊断方法,颈静脉检查
19270,诊断方法,Optochin敏感试验
19271,诊断方法,HCO3-重吸收试验
19272,诊断方法,抗甲状腺抗体
19273,诊断方法,流速容量测定
19274,诊断方法,心肌灌注显像
19275,诊断方法,眼心反射
19276,诊断方法,间接抗人球蛋白试验
19277,诊断方法,平均红细胞血红蛋白浓度(MCHC)
19278,诊断方法,抗透明质酸酶
19279,诊断方法,"血清镁(Mg2+,Mg)"
19280,诊断方法,霍乱弧菌检测
19281,诊断方法,天门冬酰酸
19282,诊断方法,眼底接触镜
19283,诊断方法,血浆17-羟孕酮（17-OHP）
19284,诊断方法,导管吹张法
19285,诊断方法,液气胸征
19286,诊断方法,耳镜检查法
19287,诊断方法,脱氢表雄酮
19288,诊断方法,NST试验
19289,诊断方法,α2-纤溶酶抑制抗原
19290,诊断方法,膀胱镜
19291,诊断方法,血液黏度
19292,诊断方法,电子支气管镜检查
19293,诊断方法,肾脏切片
19294,诊断方法,平面显像
19295,诊断方法,腰大肌刺激试验
19296,诊断方法,唾液醛固酮
19297,诊断方法,拇指对掌试验
19298,诊断方法,粪便血液
19299,诊断方法,全血乳酸测定
19300,诊断方法,α-茶酚醋酸酯酶染色
19301,诊断方法,沙眼衣原体抗原
19302,诊断方法,布莱恩特三角检查
19303,诊断方法,拇指对掌肌肌力试验
19304,诊断方法,粪中结晶
19305,诊断方法,儿茶酚胺
19306,诊断方法,血清α-L-岩藻糖苷酶（α-FU）
19307,诊断方法,股四头肌肌力试验
19308,诊断方法,小指外展试验
19309,诊断方法,胃排空测定和显像
19310,诊断方法,骨盆倾斜试验
19311,诊断方法,动脉听诊
19312,诊断方法,白细胞分类计数
19313,诊断方法,林纳试验
19314,诊断方法,阴道前后壁膨出度
19315,诊断方法,真菌感染的实验室检查
19316,诊断方法,血清镁
19317,诊断方法,抗原皮内试验
19318,诊断方法,类风湿因子
19319,诊断方法,组织纤维溶酶原激活物(t-PA)
19320,诊断方法,烟酸(Niacin)
19321,诊断方法,DNA多聚酶
19322,诊断方法,血清谷草转氨酶与血清谷-丙转氨酶比值
19323,诊断方法,血清肌酸激酶
19324,诊断方法,趾长屈肌肌力试验
19325,诊断方法,50克葡萄糖耐量检查
19326,诊断方法,脑血管造影
19327,诊断方法,尿铍
19328,诊断方法,静态骨显像
19329,诊断方法,血浆皮质醇
19330,诊断方法,尿酮体（KET）
19331,诊断方法,精子顶体完整率检查
19332,诊断方法,粒细胞与红细胞比值
19333,诊断方法,抗军团菌抗体试验
19334,诊断方法,足长轴与两踝连线的测量
19335,诊断方法,实际碳酸氢盐（AB）
19336,诊断方法,心内电生理检查
19337,诊断方法,γ-干扰素
19338,诊断方法,抗Ku抗体
19339,诊断方法,粪便上皮细胞
19340,诊断方法,眼球异物定位摄影
19341,诊断方法,凝血酶原消耗试验
19342,诊断方法,脑脊液精氨酸加压素
19343,诊断方法,旋前圆肌和旋前方肌肌力试验
19344,诊断方法,药物迷走神经阻滞试验
19345,诊断方法,立体视觉
19346,诊断方法,超广谱β -内酰胺酶
19347,诊断方法,阴道分泌物检查
19348,诊断方法,双眼平衡检查
19349,诊断方法,膝反射
19350,诊断方法,抗骨骼肌抗体（ASA）
19351,诊断方法,血清醛缩酶同工酶
19352,诊断方法,雌激素试验
19353,诊断方法,链激酶-链道酶试验
19354,诊断方法,贝美格诱发试验
19355,诊断方法,人体各关节功能活动范围
19356,诊断方法,间α胰蛋酶抑制物
19357,诊断方法,泪道检查
19358,诊断方法,血清乳酸脱氢酶（LDH）
19359,诊断方法,尿沉渣结晶检查
19360,诊断方法,前房深度测量
19361,诊断方法,蛋白S抗原
19362,诊断方法,寒冷凝集试验
19363,诊断方法,拇短展肌肌力试验
19364,诊断方法,颌面五官CT检查
19365,诊断方法,抗中性粒细胞胞质抗体
19366,诊断方法,头颅正侧位片
19367,诊断方法,醋酸AS-茶酚酯酶染色
19368,诊断方法,雄烯二酮
19369,诊断方法,上消化道内窥镜检查
19370,诊断方法,俯卧伸腰试验
19371,诊断方法,隐球菌病补体结合试验
19372,诊断方法,斑疹伤寒血清学检测
19373,诊断方法,胎盘分级
19374,诊断方法,血清前白蛋白
19375,诊断方法,蔗糖溶血试验
19376,诊断方法,带状光检影法
19377,诊断方法,风疹病毒抗体
19378,诊断方法,血浆蝰蛇毒磷脂时间测定
19379,诊断方法,瞳孔检查
19380,诊断方法,透明质酸酶
19381,诊断方法,尿游离皮质醇
19382,诊断方法,速发型变态反应皮肤测试
19383,诊断方法,红细胞渗透脆性试验
19384,诊断方法,血清乳酸脱氢酶
19385,诊断方法,部分凝血活酶时间
19386,诊断方法,浆膜腔积液细胞计数
19387,诊断方法,产后盆底肌肉检查及评估
19388,诊断方法,纤维蛋白原
19389,诊断方法,兔感染试验
19390,诊断方法,极低密度脂蛋白胆固醇（VLDL-c，VLDL-ch ）
19391,诊断方法,白细胞介素2（iL-2）
19392,诊断方法,艾利斯征
19393,诊断方法,GnRH兴奋试验
19394,诊断方法,新生儿溶血症筛查
19395,诊断方法,导尿术
19396,诊断方法,嗜酸性粒细胞计数（E）
19397,诊断方法,植物血凝素皮内试验
19398,诊断方法,吞咽试验法
19399,诊断方法,尿总氮
19400,诊断方法,血清肌酸激酶同工酶（CKI）
19401,诊断方法,血浆11-脱氧皮质酮
19402,诊断方法,全血砷
19403,诊断方法,真菌检查
19404,诊断方法,钩端螺旋体补体结合试验
19405,诊断方法,半乳糖耐量试验
19406,诊断方法,胸腹水检查
19407,诊断方法,腹部叩诊
19408,诊断方法,聚合酶链式反应
19409,诊断方法,烟碱
19410,诊断方法,尿铬
19411,诊断方法,精浆的生化检查
19412,诊断方法,溶血性乙型脑炎补体结合试验
19413,诊断方法,尿苯丙酸试验
19414,诊断方法,现时身高预测法
19415,诊断方法,肛门指检
19416,诊断方法,乳糜尿
19417,诊断方法,脑脊液结核性脑膜炎抗体
19418,诊断方法,柯萨奇病毒抗体
19419,诊断方法,间接胆红素
19420,诊断方法,抗利尿激素
19421,诊断方法,红细胞流变特性检测
19422,诊断方法,嗜碱性粒细胞数
19423,诊断方法,75克葡萄糖耐量检查
19424,诊断方法,血液硫化血红蛋白
19425,诊断方法,婴幼儿视力检查
19426,诊断方法,深静脉通畅试验
19427,诊断方法,咽鼓管荧光素试验
19428,诊断方法,红细胞5＇-嘧啶核苷酸酶
19429,诊断方法,血清载脂蛋白E测定
19430,诊断方法,粪便红细胞
19431,诊断方法,淋病细菌学检测
19432,诊断方法,液波震颤(fluid thrill)
19433,诊断方法,血清免疫球蛋白A（IgA）
19434,诊断方法,泪液β2-微球蛋白
19435,诊断方法,醋酸AS-D茶酚脂酶染色
19436,诊断方法,肾上腺素试验
19437,诊断方法,血清谷丙转氨酶
19438,诊断方法,游离甲状腺素指数（FT4I）
19439,诊断方法,血清尿素氮
19440,诊断方法,特异性脂酶染色
19441,诊断方法,脑脊液溶菌酶
19442,诊断方法,血块或血浆凝块溶解时间测定
19443,诊断方法,尿镉
19444,诊断方法,剖胸术
19445,诊断方法,尿胆原
19446,诊断方法,血清胆固醇与磷脂比值
19447,诊断方法,尿黑酸定性试验
19448,诊断方法,抗麻疹病毒抗体
19449,诊断方法,牙髓温度试验（冷热诊）
19450,诊断方法,胎儿镜检查
19451,诊断方法,浆细胞
19452,诊断方法,抗心肌磷脂抗体
19453,诊断方法,δ-胆红素
19454,诊断方法,心血管疾病的超声诊断
19455,诊断方法,呼气流速
19456,诊断方法,醋酸白试验
19457,诊断方法,间接鼻咽镜
19458,诊断方法,皮损
19459,诊断方法,尿镁（Mg）
19460,诊断方法,髋臼指数
19461,诊断方法,妇科的保健体检
19462,诊断方法,药敏试验
19463,诊断方法,尿黑素
19464,诊断方法,血清胰高血糖素（PG）
19465,诊断方法,血清淀粉酶（AMS）
19466,诊断方法,血小板第3因子有效性测定
19467,诊断方法,组织纤溶酶原激活物
19468,诊断方法,三叉神经的运动功能检查
19469,诊断方法,人巨细胞病毒抗体
19470,诊断方法,男性生殖系X线检查
19471,诊断方法,支原体检查法
19472,诊断方法,血清触珠蛋白（Hp）
19473,诊断方法,淀粉样体
19474,诊断方法,尿黄体生成素
19475,诊断方法,血清淀粉样蛋白A
19476,诊断方法,颈椎CT检查
19477,诊断方法,肾功能检查
19478,诊断方法,尿碘
19479,诊断方法,妊娠试验
19480,诊断方法,鼻咽部活组织检查
19481,诊断方法,尿三氯化铁试验
19482,诊断方法,促卵泡激素（FSH）
19483,诊断方法,晶状体检查
19484,诊断方法,血清载脂蛋白CII测定
19485,诊断方法,回归热螺旋体（BR）
19486,诊断方法,脑电图检查
19487,诊断方法,红细胞葡萄糖磷酸异构酶
19488,诊断方法,脑脊液神经肽
19489,诊断方法,糖化血红蛋白
19490,诊断方法,裂隙灯
19491,诊断方法,血清游离胆固醇
19492,诊断方法,脂溶性维生素
19493,诊断方法,经支气管镜肺活检
19494,诊断方法,血清甲状腺素结合前白蛋白
19495,诊断方法,肝腹水的检查
19496,诊断方法,甲型肝炎抗体检测（抗-HAV）
19497,诊断方法,非必需微量元素
19498,诊断方法,角膜地形图检查
19499,诊断方法,疟原虫抗体和抗原
19500,诊断方法,梅毒血清反应的假阳性
19501,诊断方法,子宫输卵管造影
19502,诊断方法,鸭步检测
19503,诊断方法,胎儿体重预测
19504,诊断方法,核糖核酸染色
19505,诊断方法,乳酸与丙酮酸比值
19506,诊断方法,甲状旁腺激素（PTH）试验
19507,诊断方法,β-血小板球蛋白
19508,诊断方法,催产素激惹试验
19509,诊断方法,经阴道超声
19510,诊断方法,癌胚抗原（CEA）
19511,诊断方法,乳腺导管内窥镜
19512,诊断方法,细胞免疫检查
