生产厂商:ID,:LABEL,name
23799,生产厂商,上海生物制品人血白蛋白
23800,生产厂商,巨泰
23801,生产厂商,石药欧意乙酰螺旋霉素片
23802,生产厂商,百会药业羟基脲片
23803,生产厂商,紫光古汉头孢克肟颗粒
23804,生产厂商,金诃七十味珍珠丸
23805,生产厂商,金爵保胎灵胶囊
23806,生产厂商,飞鸽药业小儿麻甘颗粒
23807,生产厂商,六安华源制药盐酸氨溴索葡萄
23808,生产厂商,大连美罗注射用硫酸链霉素
23809,生产厂商,亮生环吡酮胺乳膏
23810,生产厂商,东信药业琥乙红霉素片
23811,生产厂商,上海复华药业盐酸硫必利片
23812,生产厂商,辅仁参芪健胃颗粒
23813,生产厂商,福建三明天泰银蜜片
23814,生产厂商,彼迪药业小儿复方氨基酸注射
23815,生产厂商,葛店人福药业注射用盐酸尼莫
23816,生产厂商,上海新亚单硝酸异山梨酯缓释
23817,生产厂商,海鹤三余神曲
23818,生产厂商,恒顺药业硫普罗宁注射液
23819,生产厂商,安药速效牙痛宁酊
23820,生产厂商,喜安林
23821,生产厂商,信谊美雄酮片
23822,生产厂商,援生制药复方氨基酸注射液
23823,生产厂商,奥邦甘露聚糖肽片
23824,生产厂商,尖峰苦参碱氯化钠注射液
23825,生产厂商,北京悦康凯悦阿莫西林颗粒
23826,生产厂商,山西云鹏护肝片
23827,生产厂商,江苏正大丰海右旋糖酐20葡
23828,生产厂商,佐仰盐酸左氧氟沙星片
23829,生产厂商,恩必普
23830,生产厂商,杭州国光盐酸洛美沙星滴眼液
23831,生产厂商,宁波人健注射用绒促性素
23832,生产厂商,西同静
23833,生产厂商,海南凯健盐酸舍曲林片
23834,生产厂商,康缘药业银杏叶片
23835,生产厂商,湖南一格转移因子注射液
23836,生产厂商,苏州华仁太心脑欣片
23837,生产厂商,科田药业硝酸咪康唑乳膏
23838,生产厂商,浙江尖峰氧氟沙星滴耳液
23839,生产厂商,普德药业注射用盐酸甲氯芬酯
23840,生产厂商,成都平原葡萄糖注射液
23841,生产厂商,常州千红注射用门冬酰胺酶
23842,生产厂商,人福医药足光散
23843,生产厂商,临汾宝珠地巴唑片
23844,生产厂商,内蒙古白医硫酸镁葡萄糖注射
23845,生产厂商,中联四药盐酸金刚烷胺片
23846,生产厂商,良方制药润伊容胶囊
23847,生产厂商,湖南方盛独一味颗粒
23848,生产厂商,重庆东方五苓片
23849,生产厂商,锋可耐
23850,生产厂商,重庆华邦制药盐酸左西替利嗪
23851,生产厂商,山东方明葡醛酸钠注射液
23852,生产厂商,美常安
23853,生产厂商,天津亚宝药业谷维素片
23854,生产厂商,湖北午时麻仁丸
23855,生产厂商,江西南大博仕蒲公英颗粒
23856,生产厂商,钧安制药葡萄糖酸锌片
23857,生产厂商,蒙药调元大补二十五味汤散
23858,生产厂商,湖北潜江地塞米松磷酸钠注射
23859,生产厂商,吉林德商益髓颗粒
23860,生产厂商,山东华信吡拉西坦注射液
23861,生产厂商,百氏福保胎无忧胶囊
23862,生产厂商,沈阳圣元盐酸莫雷西嗪片
23863,生产厂商,甘肃兰药复方甲苯咪唑片
23864,生产厂商,通化吉通痔速宁片
23865,生产厂商,东泰商丘药业小儿复方磺胺甲
23866,生产厂商,大红鹰药业硫酸阿托品注射液
23867,生产厂商,洞庭药业氯氮平片
23868,生产厂商,白云山何济公复方硫酸新霉素
23869,生产厂商,陕西健民肾炎舒颗粒
23870,生产厂商,运佳黄浦解痉镇痛酊
23871,生产厂商,中山尼克美诺氟沙星胶囊
23872,生产厂商,国缔聚甲酚磺醛栓
23873,生产厂商,山西云鹏维生素B1片
23874,生产厂商,诺金金刚藤咀嚼片
23875,生产厂商,世贸天阶江苏螺内酯片
23876,生产厂商,中联四药硫酸软骨素片
23877,生产厂商,药友制药注射用盐酸克林霉素
23878,生产厂商,吉林英联生物胸腺肽注射液
23879,生产厂商,康正药业盐酸萘甲唑啉滴鼻液
23880,生产厂商,信谊天平硫酸锌片
23881,生产厂商,云南广福豆腐果苷片
23882,生产厂商,菲而
23883,生产厂商,哈尔滨三精艾富西果糖二磷酸
23884,生产厂商,安卡
23885,生产厂商,盐酸克林霉素胶囊
23886,生产厂商,德成制药曲咪新乳膏
23887,生产厂商,宛西制药归脾丸
23888,生产厂商,翔宇药业复方红衣补血口服液
23889,生产厂商,北京长城制药西地碘含片
23890,生产厂商,万晟药业阿替洛尔片
23891,生产厂商,桂林南药鲑降钙素注射液
23892,生产厂商,嘉林丙硫氧嘧啶片
23893,生产厂商,广东新峰磺胺甲噁唑片
23894,生产厂商,巨泰呋塞米片
23895,生产厂商,邦力复方樟脑乳膏
23896,生产厂商,格列卫
23897,生产厂商,白云山医药琥乙红霉素片
23898,生产厂商,沈阳红药茵山莲颗粒
23899,生产厂商,浙江爱诺药业补中益气口服液
23900,生产厂商,山西同达盐酸左氧氟沙星胶囊
23901,生产厂商,昆明龙津注射用生长抑素
23902,生产厂商,誉利注射用左卡尼汀
23903,生产厂商,西安亨通光华甘露聚糖肽口服
23904,生产厂商,君维清
23905,生产厂商,康青利福平胶囊
23906,生产厂商,韩都氟康唑片
23907,生产厂商,东北制药注射用甲硝唑磷酸二
23908,生产厂商,新达罗
23909,生产厂商,华南牌溴丙胺太林片
23910,生产厂商,喜运培坤丸
23911,生产厂商,齐鲁尿嘧啶替加氟片
23912,生产厂商,美大康华康注射用伏立康唑
23913,生产厂商,临汾健民地巴唑片
23914,生产厂商,中佳药业碳酸氢钠注射液
23915,生产厂商,中联盐酸米诺环素胶囊
23916,生产厂商,迅奥
23917,生产厂商,施沛特
23918,生产厂商,科瑞德盐酸替扎尼定片
23919,生产厂商,泮托拉唑钠肠溶胶囊
23920,生产厂商,吉林七星山接骨续筋片
23921,生产厂商,鹏鹞药业西咪替丁片
23922,生产厂商,科伦药业甘油氯化钠注射液
23923,生产厂商,瑞年前进制药异烟肼片
23924,生产厂商,天方尼可地尔片
23925,生产厂商,惠州九惠轻身消胖丸
23926,生产厂商,神威药业硬脂酸红霉素颗粒
23927,生产厂商,白云山光华力加寿片
23928,生产厂商,海南华拓天涯苦参碱氯化钠注
23929,生产厂商,金虹胜利马来酸噻吗洛尔滴眼
23930,生产厂商,潜江制药美辛唑酮栓
23931,生产厂商,辅仁药业阿苯达唑胶囊
23932,生产厂商,哈药三精蛇胆川贝液
23933,生产厂商,仙琚制药维生素D3注射液
23934,生产厂商,华润三九头孢氨苄甲氧苄啶片
23935,生产厂商,肠内营养混悬液
23936,生产厂商,湖北美宝阿苯达唑片
23937,生产厂商,朗致血脂平胶囊
23938,生产厂商,海南通用康力注射用单磷酸阿
23939,生产厂商,本天药业依托红霉素颗粒
23940,生产厂商,黑龙江迪龙脑蛋白水解物片
23941,生产厂商,西南药业亚硫酸氢钠甲萘醌注
23942,生产厂商,北京同仁堂牛黄清心丸
23943,生产厂商,河南龙源药业盐酸二氧丙嗪片
23944,生产厂商,乐普药业伊曲康唑胶囊
23945,生产厂商,贵州益佰小儿盐酸赖氨酸颗粒
23946,生产厂商,中和制药维生素E软胶囊
23947,生产厂商,中大辛伐他汀片
23948,生产厂商,山西吕梁固肾生发丸
23949,生产厂商,普康药业丙硫氧嘧啶肠溶片
23950,生产厂商,艾瑞得安
23951,生产厂商,湖北康正盐酸萘甲唑啉滴鼻液
23952,生产厂商,兴齐牛磺酸滴眼液
23953,生产厂商,白敬宇制药维生素B6片
23954,生产厂商,山西旺龙琥乙红霉素颗粒
23955,生产厂商,希陶绿色妇炎舒片
23956,生产厂商,天方药业天麻素片
23957,生产厂商,广东华南苯丙氨酯片
23958,生产厂商,吉春制药牛黄解毒丸
23959,生产厂商,福州海王福药黄体酮注射液
23960,生产厂商,北京同仁堂千金止带丸
23961,生产厂商,山西仁源堂净石灵片
23962,生产厂商,九洋药业卡马西平胶囊
23963,生产厂商,五景药业色甘酸钠滴眼液
23964,生产厂商,斯迈克伊曲康唑分散片
23965,生产厂商,辽源誉隆亚东赖氨酸磷酸氢钙
23966,生产厂商,哈药三精制药脑蛋白水解物注
23967,生产厂商,雅抒
23968,生产厂商,联合药业生血宁片
23969,生产厂商,山西力玖醋酸甲萘氢醌片
23970,生产厂商,浙江康恩贝盐酸倍他司汀口服
23971,生产厂商,石药集团醋酸氢化可的松滴眼
23972,生产厂商,贵州百灵木香顺气丸
23973,生产厂商,忠心水杨酸苯酚贴膏
23974,生产厂商,康搏音黄杨宁片
23975,生产厂商,太原药业注射用硫酸链霉素
23976,生产厂商,通化振霖腰息痛胶囊
23977,生产厂商,吉林华康药业冠脉宁片
23978,生产厂商,哈药三精过氧化氢溶液
23979,生产厂商,民生消旋山莨菪碱片
23980,生产厂商,首和金海二乙酰氨乙酸乙二胺
23981,生产厂商,康缘药业芪葛颗粒
23982,生产厂商,天宁制药复方青黛丸
23983,生产厂商,辰欣克霉唑乳膏
23984,生产厂商,海南制药厂蛇胆川贝液
23985,生产厂商,威特药业枸橼酸铋钾颗粒
23986,生产厂商,元舒复方吡拉西坦脑蛋白水解
23987,生产厂商,辽宁华瑞联合头孢氨苄甲氧苄
23988,生产厂商,甘乐能
23989,生产厂商,吴中医药氢溴酸加兰他敏注射
23990,生产厂商,天赞
23991,生产厂商,雪莲牌大蒜肠溶片
23992,生产厂商,白云山制药总厂阿苯达唑片
23993,生产厂商,典舒
23994,生产厂商,康奇力药业吡拉西坦片
23995,生产厂商,洮南药业小牛脾提取物注射液
23996,生产厂商,舒泰神萘丁美酮胶囊
23997,生产厂商,七O七天然制药五子衍宗丸
23998,生产厂商,同仁堂制药厂换骨丸
23999,生产厂商,九州通降脂减肥片
24000,生产厂商,广东元宁糖尿乐胶囊
24001,生产厂商,上海通用肝素钠维E乳膏
24002,生产厂商,五景药业诺氟沙星滴眼液
24003,生产厂商,菏泽睿鹰制药注射用异环磷酰
24004,生产厂商,合贝爽
24005,生产厂商,山东方明氟康唑胶囊
24006,生产厂商,康乃尔药业吡拉西坦葡萄糖注
24007,生产厂商,天耀牛黄解毒片
24008,生产厂商,江苏远恒氟轻松维B6乳膏
24009,生产厂商,三才石岐阿莫西林胶囊
24010,生产厂商,三爱药业地塞米松磷酸钠注射
24011,生产厂商,赤峰蒙欣利巴韦林含片
24012,生产厂商,仁和堂非那雄胺片
24013,生产厂商,前锋药业呋塞米注射液
24014,生产厂商,昊福脑血康胶囊
24015,生产厂商,鹏鹞药业宁心宝胶囊
24016,生产厂商,浙江诚意药业盐酸氨基葡萄糖
24017,生产厂商,山东方明酒石酸美托洛尔注射
24018,生产厂商,江苏平光复方磺胺甲噁唑片
24019,生产厂商,北京曙光药业己烯雌酚片
24020,生产厂商,新兴医药人血白蛋白
24021,生产厂商,灰黄霉素片
24022,生产厂商,海南制药一厂丙酸倍氯米松乳
24023,生产厂商,黑龙江天龙药业复方小儿退热
24024,生产厂商,七力环磷腺苷葡胺注射液
24025,生产厂商,百利药业产妇安颗粒
24026,生产厂商,辽宁修正制药硫软膏
24027,生产厂商,银诺克净石灵胶囊
24028,生产厂商,武汉生物狂犬病人免疫球蛋白
24029,生产厂商,先立晓
24030,生产厂商,信谊天平柳氮磺吡啶肠溶片
24031,生产厂商,辰欣药业替加氟注射液
24032,生产厂商,山西云鹏肌苷片
24033,生产厂商,广东国医堂利胆排石片
24034,生产厂商,佛山德众川芎茶调颗粒
24035,生产厂商,白云山螺旋藻片
24036,生产厂商,江苏亚邦强生头孢氨苄胶囊
24037,生产厂商,潜江制药注射用尿激酶
24038,生产厂商,云南梁河民族清肺抑火片
24039,生产厂商,陕西医药盐酸海索那林片
24040,生产厂商,沈阳东陵益肝灵片
24041,生产厂商,寿如松甲苯咪唑片
24042,生产厂商,中族中药石淋通颗粒
24043,生产厂商,敬宇
24044,生产厂商,湖北益康盐酸伐昔洛韦片
24045,生产厂商,甘肃益尔鹿丹芪胶囊
24046,生产厂商,杭州民生非诺贝特片
24047,生产厂商,天津药物研究院盐酸氯米帕明
24048,生产厂商,万邦医药匹伐他汀钙片
24049,生产厂商,黑龙江惠美佳冻疮膏
24050,生产厂商,律定方
24051,生产厂商,奇特朱砂安神丸
24052,生产厂商,畅维禧
24053,生产厂商,江西南昌肥儿糖浆
24054,生产厂商,宁通
24055,生产厂商,洛阳顺势五子衍宗丸
24056,生产厂商,湖南正清对乙酰氨基酚口服溶
24057,生产厂商,甘肃兰药维生素B2注射液
24058,生产厂商,武汉五景吡诺克辛钠滴眼液
24059,生产厂商,山东大陆肌苷注射液
24060,生产厂商,南京白敬宇盐酸普罗帕酮片
24061,生产厂商,西安阿房宫补中益气片
24062,生产厂商,多多乳酸菌素片
24063,生产厂商,陕西天洋知柏地黄丸
24064,生产厂商,河北天成药业乳酸左氧氟沙星
24065,生产厂商,唯诺平
24066,生产厂商,嘉林羟基脲片
24067,生产厂商,安必君氨苄西林胶囊
24068,生产厂商,华兰生物人血白蛋白
24069,生产厂商,惠州中药清热散结片
24070,生产厂商,云鹏苯妥英钠片
24071,生产厂商,恒健乳酸依沙吖啶溶液
24072,生产厂商,依科制药双氯芬酸钠肠溶片
24073,生产厂商,贵州信邦制药调经养颜片
24074,生产厂商,四川国瑞小儿止咳糖浆
24075,生产厂商,杨济生复方鲜竹沥液
24076,生产厂商,白云山滴通鼻炎水
24077,生产厂商,酒石酸美托洛尔注射液
24078,生产厂商,临汾宝珠桂利嗪片
24079,生产厂商,青岛金峰盐酸氨溴索葡萄糖注
24080,生产厂商,四川光大石淋通颗粒
24081,生产厂商,西施兰夏露乌洛托品溶液
24082,生产厂商,青岛双鲸三维鱼肝油乳
24083,生产厂商,可济药业三磷酸腺苷二钠注射
24084,生产厂商,白云山和黄中药毛冬青胶囊
24085,生产厂商,山西华康复方三七胶囊
24086,生产厂商,天亿
24087,生产厂商,迪康长江制药复方甲苯咪唑片
24088,生产厂商,广东罗浮山国药呋塞米注射液
24089,生产厂商,河南羚锐解毒散结胶囊
24090,生产厂商,山西立业制药法可林滴眼液
24091,生产厂商,济南三九益民吡拉西坦葡萄糖
24092,生产厂商,白云山中一乳核散结片
24093,生产厂商,天津中新香砂养胃丸
24094,生产厂商,思为普
24095,生产厂商,健生制药阿奇霉素分散片
24096,生产厂商,运佳黄浦氧化锌软膏
24097,生产厂商,广东华南己烯雌酚片
24098,生产厂商,北海阳光药业盐酸地芬尼多片
24099,生产厂商,天津亚宝药业维生素B1片
24100,生产厂商,新亚注射用果糖二磷酸钠
24101,生产厂商,信韦林利巴韦林气雾剂
24102,生产厂商,宁波荣安冻干人用狂犬病疫苗
24103,生产厂商,成都一药氢溴酸山莨菪碱片
24104,生产厂商,江西金钥多潘立酮口腔崩解片
24105,生产厂商,天津金耀亚硫酸氢钠甲萘醌注
24106,生产厂商,广西古方尿路通胶囊
24107,生产厂商,美爱克
24108,生产厂商,扶尔
24109,生产厂商,华圣爱诺药业苯妥英钠片
24110,生产厂商,金诃大月晶丸
24111,生产厂商,非言
24112,生产厂商,成都倍特盐酸文拉法辛胶囊
24113,生产厂商,西南药业醋酸甲萘氢醌片
24114,生产厂商,史达德药业五维牛磺酸口服溶
24115,生产厂商,银诺克断血流胶囊
24116,生产厂商,江苏远恒苦参碱栓
24117,生产厂商,天津中新牛黄清心丸
24118,生产厂商,华润三九小儿盐酸赖氨酸颗粒
24119,生产厂商,晋新双鹤宁心宝胶囊
24120,生产厂商,汇宇制药注射用甲氨蝶呤
24121,生产厂商,上海上药新亚药业注射用果糖
24122,生产厂商,马应龙药业金玄痔科熏洗散
24123,生产厂商,复方血栓通滴丸
24124,生产厂商,倍乐信
24125,生产厂商,杭州国光药业妥布霉素地塞米
24126,生产厂商,彼迪药业托西酸舒他西林胶囊
24127,生产厂商,东药盐酸胺碘酮注射液
24128,生产厂商,南光化学注射用甲泼尼龙琥珀
24129,生产厂商,福建三爱毛冬青片
24130,生产厂商,海南全星紫杉醇注射液
24131,生产厂商,海斯维
24132,生产厂商,鲁银药业利巴韦林含片
24133,生产厂商,万晟药业盐酸二甲双胍缓释片
24134,生产厂商,国药国瑞注射用克林霉素磷酸
24135,生产厂商,遂成药业替硝唑胶囊
24136,生产厂商,同兴康儿肤康搽剂
24137,生产厂商,惠普森盐酸丁咯地尔片
24138,生产厂商,哈药三精肌醇烟酸酯片
24139,生产厂商,世康特硫软膏
24140,生产厂商,湖北东信杞菊地黄口服液
24141,生产厂商,中山恒生妇月康胶囊
24142,生产厂商,吉林长白山氢化可的松片
24143,生产厂商,黄山海得林旦乳膏
24144,生产厂商,东信药业聚甲酚磺醛栓
24145,生产厂商,赣南海欣三磷酸腺苷二钠注射
24146,生产厂商,皇象铁力蓝天曲克芦丁片
24147,生产厂商,广州白云山和记黄埔中药板蓝
24148,生产厂商,北京益民苯磺酸氨氯地平片
24149,生产厂商,陕西西岳盐酸可乐定片
24150,生产厂商,广西壮族自治区花红养血当归
24151,生产厂商,华润紫竹泼尼松龙片
24152,生产厂商,河南鼎昌溴丙胺太林片
24153,生产厂商,云南大理药业乳酸菌素片
24154,生产厂商,山东潍坊制药厂安络痛胶囊
24155,生产厂商,地纳制药乳酸菌素片
24156,生产厂商,江西广信三七片
24157,生产厂商,冯了性梁财信跌打丸
24158,生产厂商,鹿王制药利巴韦林含片
24159,生产厂商,采乐
24160,生产厂商,四川禾润大山楂颗粒
24161,生产厂商,山东新华吡拉西坦注射液
24162,生产厂商,宜昌人福山梨醇
24163,生产厂商,上海雷允上安胎丸
24164,生产厂商,华润双鹤药业小儿复方氨基酸
24165,生产厂商,石药集团江西金芙蓉药业甘草
24166,生产厂商,苏州第壹注射用盐酸氨溴索
24167,生产厂商,金鼎制药小儿麻甘颗粒
24168,生产厂商,瑞阳制药注射用磺苄西林钠
24169,生产厂商,津华晖星维生素B1片
24170,生产厂商,上海通用药业无极膏
24171,生产厂商,费森尤斯卡比注射用顺铂
24172,生产厂商,昆药集团去痛片
24173,生产厂商,开封制药呋塞米注射液
24174,生产厂商,福州世纪星天草颗粒
24175,生产厂商,同仁堂嗣育保胎丸
24176,生产厂商,沈阳光大注射用胸腺肽
24177,生产厂商,国盛源药业脑络通胶囊
24178,生产厂商,石药欧意双嘧达莫片
24179,生产厂商,陕西京西碳酸氢钠注射液
24180,生产厂商,长春长庆氯霉素滴眼液
24181,生产厂商,吉林辉南辉发麝香接骨胶囊
24182,生产厂商,华北制药叶酸片
24183,生产厂商,长春海外小儿咳喘灵颗粒
24184,生产厂商,迪诺制药丁苯羟酸乳膏
24185,生产厂商,成都天台山注射用帕米膦酸二
24186,生产厂商,远景康业羟基脲胶囊
24187,生产厂商,仁仁参坤养血颗粒
24188,生产厂商,丰海停
24189,生产厂商,津昌制药小儿生血糖浆
24190,生产厂商,恩普洛
24191,生产厂商,好医生如意定喘片
24192,生产厂商,修正药业依托红霉素片
24193,生产厂商,贝林
24194,生产厂商,第一生化维生素K1注射液
24195,生产厂商,陈李济新血宝胶囊
24196,生产厂商,宏业药业胰岛素注射液
24197,生产厂商,天津金耀红霉素软膏
24198,生产厂商,白云山天心酒石酸美托洛尔注
24199,生产厂商,勃然制药慈丹胶囊
24200,生产厂商,华仁太医心脑欣片
24201,生产厂商,云南维和三七胶囊
24202,生产厂商,辰欣吲哚美辛软膏
24203,生产厂商,莎普爱思强身抑亢丸
24204,生产厂商,珠海联邦阿莫西林克拉维酸钾
24205,生产厂商,贵州金桥药业珊瑚癣净
24206,生产厂商,远大国奥安替可胶囊
24207,生产厂商,吉林七星山养血安神片
24208,生产厂商,疼飞胰胆舒胶囊
24209,生产厂商,河南羚锐制药盐酸克林霉素胶
24210,生产厂商,得恩德雷公藤多苷片
24211,生产厂商,山东圣鲁葡醛酸钠注射液
24212,生产厂商,白敬宇制药盐酸左旋咪唑片
24213,生产厂商,五景复方硫酸新霉素滴眼液
24214,生产厂商,博山制药维生素D2注射液
24215,生产厂商,悦亭
24216,生产厂商,罗邦药业三七片
24217,生产厂商,广东彼迪氯氮平片
24218,生产厂商,普正制药清热散结胶囊
24219,生产厂商,聚荣制药安神补脑液
24220,生产厂商,利群药业盐酸吗啉胍片
24221,生产厂商,致康生精片
24222,生产厂商,广州白云山星群维生素AE胶
24223,生产厂商,陕西康乐甘露醇注射液
24224,生产厂商,纽兰药业一清颗粒
24225,生产厂商,仲景天智颗粒
24226,生产厂商,齐鲁卡马西平片
24227,生产厂商,山西振东诺氟沙星胶囊
24228,生产厂商,太安堂药业麒麟丸
24229,生产厂商,怡康制药克拉霉素分散片
24230,生产厂商,吉林一正麝香接骨胶囊
24231,生产厂商,南京圣和注射用更昔洛韦
24232,生产厂商,白云山制药总厂头孢氨苄胶囊
24233,生产厂商,广东华南甲硝唑片
24234,生产厂商,茂祥制药注射用头孢噻肟钠
24235,生产厂商,苏州四药盐酸文拉法辛胶囊
24236,生产厂商,天康药业复方黄黛片
24237,生产厂商,亿康药业细辛脑片
24238,生产厂商,诺邦
24239,生产厂商,四川制药制剂硬脂酸红霉素片
24240,生产厂商,江西杏林白马止痛化癥片
24241,生产厂商,晶明更昔洛韦滴眼液
24242,生产厂商,荆州金海甲硝唑维B6片
24243,生产厂商,沈阳圣元复方托吡卡胺滴眼液
24244,生产厂商,金虹胜利氯霉素滴眼液
24245,生产厂商,龙泰排毒养颜片
24246,生产厂商,同路生物人血白蛋白
24247,生产厂商,重庆渝生樟脑醑
24248,生产厂商,白金施尔康
24249,生产厂商,广东先强药业盐酸甲氯芬酯胶
24250,生产厂商,甲磺酸阿米三嗪萝巴新片
24251,生产厂商,信谊氨苯蝶啶片
24252,生产厂商,安乐士
24253,生产厂商,双吉制药硼酸软膏
24254,生产厂商,参芍片
24255,生产厂商,迪诺制药黄藤素片
24256,生产厂商,林恒制药氟康唑胶囊
24257,生产厂商,京必妥新
24258,生产厂商,浙江南洋药业乳酸菌素片
24259,生产厂商,注射用盐酸博莱霉素
24260,生产厂商,陕西京西氯化钠注射液
24261,生产厂商,保胎灵
24262,生产厂商,东北制药奋乃静片
24263,生产厂商,赛治
24264,生产厂商,浙江万晟阿苯达唑片
24265,生产厂商,特一依托红霉素片
24266,生产厂商,双锐安夏枯草片
24267,生产厂商,广东天普生化医药注射用绒促
24268,生产厂商,纷乐
24269,生产厂商,黑龙江迪龙莪术油注射液
24270,生产厂商,广东恒健鱼石脂软膏
24271,生产厂商,今辰氯化钾缓释片
24272,生产厂商,步长碳酸钙咀嚼片
24273,生产厂商,利宝乳酸钙颗粒
24274,生产厂商,仁和闪亮氧氟沙星滴眼液
24275,生产厂商,广西日田复方鱼腥草片
24276,生产厂商,跨海生化双氯芬酸钠肠溶片
24277,生产厂商,广东华南尼群地平片
24278,生产厂商,午时药业板蓝根颗粒
24279,生产厂商,圣元牛磺酸滴眼液
24280,生产厂商,苏州壹药注射用头孢噻肟钠
24281,生产厂商,吉林大峻连翘败毒片
24282,生产厂商,吉尔吉药业蛇莲胶囊
24283,生产厂商,辽宁天龙果糖二磷酸钠注射液
24284,生产厂商,海南双成注射用生长抑素
24285,生产厂商,云南植物药业细胞色素C注射
24286,生产厂商,葆盛慷阿魏酸哌嗪片
24287,生产厂商,临汾健民吡罗昔康片
24288,生产厂商,初开堂保妇康凝胶
24289,生产厂商,药王制药千里光片
24290,生产厂商,赣南海欣克林霉素磷酸酯注射
24291,生产厂商,扬州星斗维生素B1片
24292,生产厂商,科罗迪复方α-酮酸片
24293,生产厂商,石药欧意维生素C片
24294,生产厂商,力生谷氨酸片
24295,生产厂商,尼扶平
24296,生产厂商,尖峰氧氟沙星滴耳液
24297,生产厂商,珠海联邦双氯芬酸钠滴眼液
24298,生产厂商,盐酸多奈哌齐口腔崩解片
24299,生产厂商,乐松
24300,生产厂商,维他利匹特
24301,生产厂商,通化华夏贞芪扶正颗粒
24302,生产厂商,九泰药业注射用顺铂
24303,生产厂商,国金药业乳疾灵颗粒
24304,生产厂商,开封康诺注射用胰激肽原酶
24305,生产厂商,常为康枫蓼肠胃康颗粒
24306,生产厂商,富马酸亚铁片
24307,生产厂商,益平
24308,生产厂商,成都青山利康板蓝根滴眼液
24309,生产厂商,吉特药业脂降宁片
24310,生产厂商,万邦德氯霉素滴眼液
24311,生产厂商,天朗制药氧氟沙星滴耳液
24312,生产厂商,葫芦岛国帝聚维酮碘溶液
24313,生产厂商,莱恩药业甘露聚糖肽注射液
24314,生产厂商,万正药业注射用单磷酸阿糖腺
24315,生产厂商,北京同仁堂鼻通丸
24316,生产厂商,重庆迪康长江氢化可的松注射
24317,生产厂商,奇星药业千柏鼻炎片
24318,生产厂商,回音必健儿消食口服液
24319,生产厂商,山东信谊硝酸甘油片
24320,生产厂商,同仁堂八味锡类散
24321,生产厂商,好医生诺氟沙星胶囊
24322,生产厂商,济得
24323,生产厂商,蜀阳药业静注人免疫球蛋白
24324,生产厂商,散利痛
24325,生产厂商,四川金山禅心硬脂酸红霉素片
24326,生产厂商,长澳制药注射用胸腺肽
24327,生产厂商,大同五洲通注射用单磷酸阿糖
24328,生产厂商,湖北潜江利巴韦林含片
24329,生产厂商,深圳泰康制药丁细牙痛胶囊
24330,生产厂商,怡方
24331,生产厂商,力生盐酸异丙嗪片
24332,生产厂商,四川迪康科技小儿四维葡钙颗
24333,生产厂商,利尔药业甘露聚糖肽注射液
24334,生产厂商,冯了性宁神丸
24335,生产厂商,烟台东诚大洋止痛化癥颗粒
24336,生产厂商,太极集团利胆片
24337,生产厂商,泰华堂罗红霉素分散片
24338,生产厂商,先声药业双氯芬酸钠缓释胶囊
24339,生产厂商,吉林健今羚羊清肺散
24340,生产厂商,中联丙硫氧嘧啶片
24341,生产厂商,皇象铁力蓝天双氯芬酸钠肠溶
24342,生产厂商,汉草堂坤灵丸
24343,生产厂商,南京中山制药活血止痛胶囊
24344,生产厂商,广东先强药业盐酸多西环素片
24345,生产厂商,天津天骄哈西奈德溶液
24346,生产厂商,雷氏藿胆滴丸
24347,生产厂商,药都樟树木香顺气丸
24348,生产厂商,同盟药业鱼肝油酸钠注射液
24349,生产厂商,江苏亚邦爱普森硫糖铝咀嚼片
24350,生产厂商,博士伦福瑞达氯化钠滴眼液
24351,生产厂商,河南创新药业磺胺嘧啶片
24352,生产厂商,江苏长江甘油氯化钠注射液
24353,生产厂商,宜昌人福盐酸乙胺丁醇片
24354,生产厂商,常药氢氯噻嗪片
24355,生产厂商,先强维可依盐酸利托君片
24356,生产厂商,郑州瑞龙胆汁槟榔维B1胶囊
24357,生产厂商,江西金钥维D2磷酸氢钙片
24358,生产厂商,绿因药业妇女痛经颗粒
24359,生产厂商,宇德制药盐酸普罗帕酮片
24360,生产厂商,浙江一新小儿喜食糖浆
24361,生产厂商,兴邦降脂减肥片
24362,生产厂商,广东三才石岐醋酸泼尼松片
24363,生产厂商,河北瑞森盐酸海索那林片
24364,生产厂商,河北智同生物转移因子注射液
24365,生产厂商,上海现代哈森氯霉素注射液
24366,生产厂商,花城祛痰止咳颗粒
24367,生产厂商,大亚制药黄柏胶囊
24368,生产厂商,古田药业土霉素片
24369,生产厂商,科田药业环吡酮胺乳膏
24370,生产厂商,浙江医药维生素A软胶囊
24371,生产厂商,信谊天平醋酸甲萘氢醌片
24372,生产厂商,江苏远恒丙酸氯倍他索乳膏
24373,生产厂商,德致药业土霉素片
24374,生产厂商,广东科伦阿昔洛韦乳膏
24375,生产厂商,碑林金嗓散结丸
24376,生产厂商,海南海神同洲聚维酮碘栓
24377,生产厂商,湖南华纳蒙脱石散
24378,生产厂商,万他维
24379,生产厂商,海南长安注射用异环磷酰胺
24380,生产厂商,联邦安必仙氨苄西林胶囊
24381,生产厂商,干彼美
24382,生产厂商,龙牡小儿咳喘灵颗粒
24383,生产厂商,恒久远药业利巴韦林片
24384,生产厂商,逸舒制药盐酸左氧氟沙星胶囊
24385,生产厂商,中联四药归芪口服液
24386,生产厂商,五景氧氟沙星滴耳液
